"tutor","country","availability","tutor_category","school_level","school_year","school_type","course_name"
"2426320268","nl","true","3","Havo","3","Middelbare school","Wiskunde onderbouw"
"2426320268","nl","true","3","Vwo","2","Middelbare school","Wiskunde onderbouw"
"2426320268","nl","true","3","Vmbo","1","Middelbare school","Wiskunde onderbouw"
"2426320268","nl","true","3","Havo","1","Middelbare school","Wiskunde onderbouw"
"2426320268","nl","true","3","Vwo","3","Middelbare school","Wiskunde onderbouw"
"2427551354","de","true","2","Grundschule",,"Grundschule","Englisch"
"2427551354","de","true","2","Grundschule",,"Grundschule","Hausaufgabenbetreuung"
"2427551354","de","true","2","Gymnasium","5","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Gymnasium","7","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Hauptschule","10","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Realschule","7","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Gymnasium","6","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Hauptschule","8","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Realschule","9","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Hauptschule","5","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Realschule","5","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Realschule","10","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Realschule","6","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Gymnasium","9","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Realschule","8","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Hauptschule","9","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Gymnasium","10","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Gymnasium","8","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Hauptschule","7","Weiterführende Schule","Mathematik"
"2427551354","de","true","2","Hauptschule","6","Weiterführende Schule","Mathematik"
"2428983045","de","true","2","Realschule","9","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Realschule","7","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Realschule","6","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Hauptschule","8","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Hauptschule","5","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Gymnasium","9","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Hauptschule","9","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Gymnasium","8","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Realschule","8","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Hauptschule","10","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Realschule","5","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Gymnasium","6","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Hauptschule","6","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Hauptschule","7","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Gymnasium","10","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Realschule","10","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Gymnasium","7","Weiterführende Schule","Englisch"
"2428983045","de","true","2","Gymnasium","5","Weiterführende Schule","Englisch"
"2429174896","nl","true","2","Groep 1 t/m 8",,"Basisschool","Nederlands"
"2429174896","nl","true","2","Vwo","5","Middelbare school","Wiskunde A/C"
"2429174896","nl","true","2","Vwo","4","Middelbare school","Wiskunde A/C"
"2429174896","nl","true","2","Vwo","6","Middelbare school","Wiskunde A/C"
"2429174896","nl","true","2","Havo","4","Middelbare school","Wiskunde A/C"
"2429174896","nl","true","2","Havo","5","Middelbare school","Wiskunde A/C"
"2429174896","nl","true","2","Vwo","4","Middelbare school","Wiskunde B"
"2429174896","nl","true","2","Vwo","5","Middelbare school","Wiskunde B"
"2429174896","nl","true","2","Vwo","6","Middelbare school","Wiskunde B"
"2429174896","nl","true","2","Havo","4","Middelbare school","Wiskunde B"
"2429174896","nl","true","2","Havo","5","Middelbare school","Wiskunde B"
"2429174896","nl","true","2","Havo","5","Middelbare school","Wiskunde D"
"2429174896","nl","true","2","Vwo","6","Middelbare school","Wiskunde D"
"2429174896","nl","true","2","Vwo","4","Middelbare school","Wiskunde D"
"2429174896","nl","true","2","Havo","4","Middelbare school","Wiskunde D"
"2429174896","nl","true","2","Vwo","5","Middelbare school","Wiskunde D"
"2429174896","nl","true","2","Vwo","1","Middelbare school","Wiskunde onderbouw"
"2429174896","nl","true","2","Havo","3","Middelbare school","Wiskunde onderbouw"
"2429174896","nl","true","2","Vwo","3","Middelbare school","Wiskunde onderbouw"
"2429174896","nl","true","2","Vwo","2","Middelbare school","Wiskunde onderbouw"
"2429174896","nl","true","2","Havo","1","Middelbare school","Wiskunde onderbouw"
"2429174896","nl","true","2","Havo","2","Middelbare school","Wiskunde onderbouw"
"2429828877","de","true","2","Hauptschule","9","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","5","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Hauptschule","8","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Hauptschule","6","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Realschule","8","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Hauptschule","5","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Hauptschule","7","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","6","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","13","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","7","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","12","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Realschule","5","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Realschule","6","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Realschule","7","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","8","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Hauptschule","10","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","9","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Realschule","10","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Realschule","9","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","11","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Gymnasium","10","Weiterführende Schule","Englisch"
"2429828877","de","true","2","Realschule","8","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Realschule","10","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Realschule","9","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","7","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","9","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","8","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Realschule","7","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","5","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","10","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","6","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","11","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","12","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","13","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Realschule","6","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Realschule","5","Weiterführende Schule","Französisch"
"2429828877","de","true","2","Gymnasium","10","Weiterführende Schule","Geschichte"
"2429828877","de","true","2","Gymnasium","9","Weiterführende Schule","Geschichte"
"2429828877","de","true","2","Gymnasium","7","Weiterführende Schule","Geschichte"
"2429828877","de","true","2","Gymnasium","6","Weiterführende Schule","Geschichte"
"2429828877","de","true","2","Gymnasium","5","Weiterführende Schule","Geschichte"
"2429828877","de","true","2","Gymnasium","8","Weiterführende Schule","Geschichte"
"2429828877","de","true","2","Realschule","5","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","7","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","6","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","8","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Hauptschule","5","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","11","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Realschule","6","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Realschule","9","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","5","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Realschule","10","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","13","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Hauptschule","6","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Realschule","7","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Hauptschule","7","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Hauptschule","10","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Hauptschule","9","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Hauptschule","8","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","10","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Realschule","8","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","9","Weiterführende Schule","Wirtschaft/Politik"
"2429828877","de","true","2","Gymnasium","12","Weiterführende Schule","Wirtschaft/Politik"
"2432261968","nl","true","1","Havo","2","Middelbare school","Aardrijkskunde"
"2432261968","nl","true","1","Havo","3","Middelbare school","Aardrijkskunde"
"2432261968","nl","true","1","Havo","1","Middelbare school","Aardrijkskunde"
"2432261968","nl","true","1","Vwo","2","Middelbare school","Aardrijkskunde"
"2432261968","nl","true","1","Vwo","3","Middelbare school","Aardrijkskunde"
"2432261968","nl","true","1","Vwo","1","Middelbare school","Aardrijkskunde"
"2432261968","nl","true","1","Havo","2","Middelbare school","Economie"
"2432261968","nl","true","1","Vwo","3","Middelbare school","Economie"
"2432261968","nl","true","1","Vwo","1","Middelbare school","Economie"
"2432261968","nl","true","1","Havo","1","Middelbare school","Economie"
"2432261968","nl","true","1","Havo","3","Middelbare school","Economie"
"2432261968","nl","true","1","Vwo","2","Middelbare school","Economie"
"2432261968","nl","true","1","Vwo","1","Middelbare school","Geschiedenis"
"2432261968","nl","true","1","Vwo","3","Middelbare school","Geschiedenis"
"2432261968","nl","true","1","Vwo","2","Middelbare school","Geschiedenis"
"2432261968","nl","true","1","Havo","2","Middelbare school","Geschiedenis"
"2432261968","nl","true","1","Havo","1","Middelbare school","Geschiedenis"
"2432261968","nl","true","1","Havo","3","Middelbare school","Geschiedenis"
"2432261968","nl","true","1","Havo","1","Middelbare school","Natuurkunde"
"2432261968","nl","true","1","Vwo","2","Middelbare school","Natuurkunde"
"2432261968","nl","true","1","Vwo","3","Middelbare school","Natuurkunde"
"2432261968","nl","true","1","Havo","2","Middelbare school","Natuurkunde"
"2432261968","nl","true","1","Havo","3","Middelbare school","Natuurkunde"
"2432261968","nl","true","1","Vwo","1","Middelbare school","Natuurkunde"
"2433945978","de","true","2","Gymnasium","9","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Realschule","7","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Gymnasium","8","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Hauptschule","9","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Gymnasium","7","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Realschule","5","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Gymnasium","5","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Realschule","6","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Hauptschule","8","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Realschule","9","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Hauptschule","6","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Hauptschule","10","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Gymnasium","10","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Gymnasium","6","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Realschule","8","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Realschule","10","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Hauptschule","7","Weiterführende Schule","Mathematik"
"2433945978","de","true","2","Hauptschule","5","Weiterführende Schule","Mathematik"
"2435403781","de","true","2","Hauptschule","10","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Hauptschule","6","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Hauptschule","7","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Hauptschule","8","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Gymnasium","9","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Hauptschule","9","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Gymnasium","8","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Gymnasium","10","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Gymnasium","5","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Hauptschule","5","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Realschule","9","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Realschule","6","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Gymnasium","7","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Realschule","5","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Realschule","8","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Realschule","7","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Realschule","10","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Gymnasium","6","Weiterführende Schule","Englisch"
"2435403781","de","true","2","Gymnasium","5","Weiterführende Schule","Hausaufgabenbetreuung"
"2435403781","de","true","2","Hauptschule","7","Weiterführende Schule","Hausaufgabenbetreuung"
"2435403781","de","true","2","Hauptschule","5","Weiterführende Schule","Hausaufgabenbetreuung"
"2435403781","de","true","2","Realschule","5","Weiterführende Schule","Hausaufgabenbetreuung"
"2435403781","de","true","2","Realschule","7","Weiterführende Schule","Hausaufgabenbetreuung"
"2435403781","de","true","2","Hauptschule","8","Weiterführende Schule","Hausaufgabenbetreuung"
